,training_data_thu.csv_diff,count1,training_data_ICTCLAS.csv_diff,count2,training_data_thu.csv_SegmentedInput,training_data_ICTCLAS.csv_SegmentedInput
9008,! 借记卡 ! 配 ! 对 ! 折么,4,! 借 ! 记 ! 卡 ! 配对 ! 折 ! 么,6,借记卡 能 配 对 账 折么,借 记 卡 能 配对 账 折 么
9009,! 账折,1,! 账 ! 折,2,去 哪 申请 对 账折,去 哪 申请 对 账 折
9010,! 号么,1,! 号 ! 么,2,你 能 帮 我 改 一下 原先 的 手机 号么,你 能 帮 我 改 一下 原先 的 手机 号 么
9011,! 号么,1,! 号 ! 么,2,你 能 帮 我 改 一下 原先 我 留 的 手机 号么,你 能 帮 我 改 一下 原先 我 留 的 手机 号 么
9012,,0,,0,如何 改 我 原先 留 的 手机 号,如何 改 我 原先 留 的 手机 号
9013,,0,,0,我 不 想 用 原先 的 手机 号 了 怎么 改,我 不 想 用 原先 的 手机 号 了 怎么 改
9014,,0,,0,我 想 改 一下 原先 的 手机 号 怎么 改,我 想 改 一下 原先 的 手机 号 怎么 改
9015,! 改一 ! 下么,2,! 改 ! 一下 ! 么,3,我 想 换 一个 手机 号 ， 你 能 帮 我 改一 下么,我 想 换 一个 手机 号 ， 你 能 帮 我 改 一下 么
9016,,0,,0,我 想 换 一个 手机 号 怎么 弄,我 想 换 一个 手机 号 怎么 弄
9017,! 要是,1,! 要 ! 是,2,我 要是 想 换 手机 号 改 怎么 做,我 要 是 想 换 手机 号 改 怎么 做
9018,! 行留,1,! 行 ! 留,2,我 在 你们 行留 的 手机 号 ， 我 想 改 怎么 弄,我 在 你们 行 留 的 手机 号 ， 我 想 改 怎么 弄
9019,! 卡止 ! 付 ! / ! 解止 ! 付,5,! 卡止付 ! 解止付,2,95599 能 办理 附属 卡止 付 / 解止 付 业务 吗,95599 能 办理 附属 卡止付  解止付 业务 吗
9020,! 卡止 ! 付 ! / ! 解止 ! 付,5,! 卡止付 ! 解止付,2,别人 能 代理 我 办理 附属 卡止 付 / 解止 付 业务 吗,别人 能 代理 我 办理 附属 卡止付  解止付 业务 吗
9021,! 止付,1,! 止 ! 付,2,附属 卡 被 止付 了 ， 什么 时候 能 解开,附属 卡 被 止 付 了 ， 什么 时候 能 解开
9022,,0,,0,附属 卡 该 怎么 暂停 使用,附属 卡 该 怎么 暂停 使用
9023,! 可以 ! 止付 ! / ! 解止,4,! 可 ! 以 ! 止 + 解止付,4,附属 卡 可以 办 止付 / 解止 付 业务 吗,附属 卡 可 以 办 止 付  解止付 业务 吗
9024,! 可以,1,! 可 ! 以,2,附属 卡 可以 暂时 停止 使用 吗,附属 卡 可 以 暂时 停止 使用 吗
9025,! 卡能,1,! 卡 ! 能,2,附属 卡能 暂停 吗,附属 卡 能 暂停 吗
9026,! 卡暂停,1,! 卡 ! 暂停,2,去 哪 办理 附属 卡暂停,去 哪 办理 附属 卡 暂停
9027,! 附属卡,1,! 附属 ! 卡,2,我 使用 的 是 附属卡 ， 提示 我 卡 状态 不 正常 ， 是 怎么 回 事,我 使用 的 是 附属 卡 ， 提示 我 卡 状态 不 正常 ， 是 怎么 回 事
9028,! 止付 ! / ! 解止 ! 附属卡,4,! 止 ! 解 ! 止 ! 付 ! 附属 ! 卡,6,我 想 止付 / 解止 付 附属卡 ， 该 怎么 办,我 想 止 付  解 止 付 附属 卡 ， 该 怎么 办
9029,! 对 ! 公账户,2,! 对公 ! 账户,2,本行 个人 资金 归集 能 对 公账户 之间 办理 吗,本行 个人 资金 归集 能 对公 账户 之间 办理 吗
9030,! 对 ! 公,2,! 对公,1,本行 个人 资金 归集 能 个人 和 对 公 账户 之间 办理 吗,本行 个人 资金 归集 能 个人 和 对公 账户 之间 办理 吗
9031,,0,,0,本行 个人 资金 归集 能 个人 之间 办理 吗,本行 个人 资金 归集 能 个人 之间 办理 吗
9032,! 对 ! 公账户,2,! 对公 ! 账户,2,本行 个人 资金 归集 能 归集 对 公账户 的 资金 吗,本行 个人 资金 归集 能 归集 对公 账户 的 资金 吗
9033,! 对 ! 公账户,2,! 对公 ! 账户,2,本行 个人 资金 归集 能 受理 对 公账户 吗,本行 个人 资金 归集 能 受理 对公 账户 吗
9034,,0,,0,本行 个人 资金 归集 什么 时候 办理 归集,本行 个人 资金 归集 什么 时候 办理 归集
9035,,0,,0,本行 个人 资金 归集 是 指 什么,本行 个人 资金 归集 是 指 什么
9036,,0,,0,本行 个人 资金 归集 需要 制定 收款 账户 吗,本行 个人 资金 归集 需要 制定 收款 账户 吗
9037,,0,,0,本行 个人 资金 归集 只能 个人 账户 办理 吗,本行 个人 资金 归集 只能 个人 账户 办理 吗
9038,! 两 ! 个 ! 对 ! 公账户,4,! 两个 ! 对公 ! 账户,3,两 个 对 公账户 能 办理 本行 个人 资金 归集 吗,两个 对公 账户 能 办理 本行 个人 资金 归集 吗
9039,! 主账户 ! 借记卡,2,! 主 ! 账户 ! 借 ! 记 ! 卡,5,本行 个人 资金 归集 主账户 能 是 借记卡 账户 吗,本行 个人 资金 归集 主 账户 能 是 借 记 卡 账户 吗
9040,! 主账户,1,! 主 ! 账户,2,本行 个人 资金 归集 主账户 是 啥,本行 个人 资金 归集 主 账户 是 啥
9041,! 主账户,1,! 主 ! 账户,2,本行 个人 资金 归集 主账户 是 转 出 的 账户 吗,本行 个人 资金 归集 主 账户 是 转 出 的 账户 吗
9042,,0,,0,本行 个人 资金 归集 转入 的 账户 是 什么,本行 个人 资金 归集 转入 的 账户 是 什么
9043,! 储蓄卡 ! 主账户,2,! 储蓄 ! 卡 ! 主 ! 账户,4,储蓄卡 能 作为 本行 个人 资金 归集 主账户,储蓄 卡 能 作为 本行 个人 资金 归集 主 账户
9044,! 贷记卡 ! 可以 ! 主账户,3,! 贷 ! 记 ! 卡 ! 可 ! 以 ! 主 ! 账户,7,贷记卡 可以 作为 本行 个人 资金 归集 主账户 吗,贷 记 卡 可 以 作为 本行 个人 资金 归集 主 账户 吗
9045,! 主账户,1,! 主 ! 账户,2,定期 账户 能 作为 本行 个人 资金 归集 主账户 吗,定期 账户 能 作为 本行 个人 资金 归集 主 账户 吗
9046,! 主账户,1,! 主 ! 账户,2,公司 的 账户 可以 作为 本行 个人 资金 归集 主账户 吗,公司 的 账户 可以 作为 本行 个人 资金 归集 主 账户 吗
9047,! 储蓄卡 ! 可以 ! 主账户,3,! 储蓄 ! 卡 ! 可 ! 以 ! 主 ! 账户,6,我 的 储蓄卡 可以 作为 本行 个人 资金 归集 主账户 吗,我 的 储蓄 卡 可 以 作为 本行 个人 资金 归集 主 账户 吗
9048,! 只有 ! 主账户,2,! 只 ! 有 ! 主 ! 账户,4,只有 活期 账户 能 作为 本行 个人 资金 归集 主账户 吗,只 有 活期 账户 能 作为 本行 个人 资金 归集 主 账户 吗
9049,! 行账户,1,! 行 ! 账户,2,本行 个人 资金 归 集子 账户 能 签约 他 行账户 吗,本行 个人 资金 归 集子 账户 能 签约 他 行 账户 吗
9050,,0,,0,本行 个人 资金 归 集子 账户 是 收款 的 账户 吗,本行 个人 资金 归 集子 账户 是 收款 的 账户 吗
9051,,0,,0,本行 个人 资金 归 集子 账户 是 转 出 的 账户 吗,本行 个人 资金 归 集子 账户 是 转 出 的 账户 吗
9052,! 储蓄卡,1,! 储蓄 ! 卡,2,储蓄卡 能 作为 本行 个人 资金 归 集子 账户 吗,储蓄 卡 能 作为 本行 个人 资金 归 集子 账户 吗
9053,,0,,0,定期 账户 能 作为 本行 个人 资金 归 集子 账户 吗,定期 账户 能 作为 本行 个人 资金 归 集子 账户 吗
9054,! 可以,1,! 可 ! 以,2,建设 银行 的 卡 可以 作为 资金 归 集子 账户 吗,建设 银行 的 卡 可 以 作为 资金 归 集子 账户 吗
9055,,0,,0,请 介绍 一下 本行 个人 资金 归 集子 账户,请 介绍 一下 本行 个人 资金 归 集子 账户
9056,! 贷记卡 ! 可以,2,! 贷 ! 记 ! 卡 ! 可 ! 以,5,我 的 贷记卡 可以 做 本行 个人 资金 归 集子 账户 吗,我 的 贷 记 卡 可 以 做 本行 个人 资金 归 集子 账户 吗
9057,,0,,0,用 他人 账户 作为 本行 个人 资金 归 集子 账户 可以 吗,用 他人 账户 作为 本行 个人 资金 归 集子 账户 可以 吗
9058,! 只有,1,! 只 ! 有,2,只有 活期 账户 能 作为 本行 个人 资金 归 集子 账户 吗,只 有 活期 账户 能 作为 本行 个人 资金 归 集子 账户 吗
9059,! 附属卡,1,! 附属 ! 卡,2,附属卡 是 什么,附属 卡 是 什么
9060,! 附属卡 ! 主卡,2,! 附属 ! 卡 ! 主 ! 卡,4,刚 开通 的 附属卡 ， 与 主卡 的 支付 权限 相同 吗,刚 开通 的 附属 卡 ， 与 主 卡 的 支付 权限 相同 吗
9061,,0,,0,能 介绍 下 什么 是 附属 卡 吗,能 介绍 下 什么 是 附属 卡 吗
9062,! 卡才,1,! 卡 ! 才,2,我 的 卡 被 控制 了 ， 是 附属 卡才 这样 吗,我 的 卡 被 控制 了 ， 是 附属 卡 才 这样 吗
9063,! 附属卡,1,! 附属 ! 卡,2,我 的 卡片 上 写 着 附属卡 ， 这 事 什么 卡,我 的 卡片 上 写 着 附属 卡 ， 这 事 什么 卡
9064,! 一 ! 张 ! 主卡,3,! 一张 ! 主 ! 卡,3,我 的 卡 有 一 张 主卡 ， 我 的 是 什么 卡,我 的 卡 有 一张 主 卡 ， 我 的 是 什么 卡
9065,! 一 ! 张 ! 附属卡 ! 不 ! 能 ! 附属卡,6,! 一张 ! 附属 ! 卡 ! 不能 ! 附属 ! 卡,6,我 开通 了 一 张 附属卡 ， 能 不 能 对 附属卡 的 付 渠道 和 支付 限额 进行 控制,我 开通 了 一张 附属 卡 ， 能 不能 对 附属 卡 的 付 渠道 和 支付 限额 进行 控制
9066,! 主卡,1,! 主 ! 卡,2,与 主卡 共同 使用 账户 的 卡 是 附属 卡 吗,与 主 卡 共同 使用 账户 的 卡 是 附属 卡 吗
9067,! 主卡,1,! 主 ! 卡,2,主卡 对 附属 卡 有 那些 控制,主 卡 对 附属 卡 有 那些 控制
9068,! 主卡 ! 附属卡,2,! 主 ! 卡 ! 附属 ! 卡,4,主卡 和 附属卡 的 关系,主 卡 和 附属 卡 的 关系
9069,! 贵宾卡 ! 有么,2,! 贵宾 ! 卡 ! 有 ! 么,4,别的 行 的 贵宾卡 ， 你们 有么,别的 行 的 贵宾 卡 ， 你们 有 么
9070,! 行对 ! 有么,2,! 行 ! 对 ! 有 ! 么,4,别的 行对 大 客户 有 特别 的 卡片 ， 你们 有么,别的 行 对 大 客户 有 特别 的 卡片 ， 你们 有 么
9071,! 行对 ! 有么,2,! 行 ! 对 ! 有 ! 么,4,别的 行对 大 客户 有 特殊 卡片 ， 你们 行 有么,别的 行 对 大 客户 有 特殊 卡片 ， 你们 行 有 么
9072,! 行对 ! 高端 ! 有么,3,! 行 ! 对 ! 高 ! 端 ! 有 ! 么,6,别的 行对 高端 客户 有 特别 的 卡片 ， 你们 有么,别的 行 对 高 端 客户 有 特别 的 卡片 ， 你们 有 么
9073,! 行有金卡 ! 有么,2,! 行 ! 有 ! 金卡 ! 有 ! 么,5,别的 行有金卡 ， 你们 有么,别的 行 有 金卡 ， 你们 有 么
9074,,0,,0,你们 行 有 那种 卡片 是 黑色 的 是 什么 卡,你们 行 有 那种 卡片 是 黑色 的 是 什么 卡
9075,,0,,0,你们 行 有 那种 卡片 是 金色 的 是 什么 卡,你们 行 有 那种 卡片 是 金色 的 是 什么 卡
9076,! 白金卡,1,! 白 ! 金卡,2,什么 是 白金卡,什么 是 白 金卡
9077,,0,,0,什么 是 金卡,什么 是 金卡
9078,! 钻石卡,1,! 钻石 ! 卡,2,什么 是 钻石卡,什么 是 钻石 卡
9079,! 惠 ! 农卡,2,! 惠农卡,1,办理 惠 农卡 有 什么 优惠,办理 惠农卡 有 什么 优惠
9080,! 惠 ! 农卡,2,! 惠农卡,1,惠 农卡 能够 办理 理财 吗 吗,惠农卡 能够 办理 理财 吗 吗
9081,! 惠 ! 农卡,2,! 惠农卡,1,惠 农卡 能够 存取 现金 吗,惠农卡 能够 存取 现金 吗
9082,! 惠 ! 农卡,2,! 惠农卡,1,惠 农卡 能够 申请 小额 农户 贷款 吗,惠农卡 能够 申请 小额 农户 贷款 吗
9083,! 惠 ! 农卡,2,! 惠农卡,1,惠 农卡 能够 消费 吗,惠农卡 能够 消费 吗
9084,! 惠 ! 农卡,2,! 惠农卡,1,惠 农卡 能够 转账 吗,惠农卡 能够 转账 吗
9085,! 惠 ! 农卡,2,! 惠农卡,1,惠 农卡 有 什么 功能,惠农卡 有 什么 功能
9086,! 一 ! 条 ! 一 ! 笔 ! 结息,5,! 一条 ! 一笔 ! 结 ! 息,4,我 收到 了 一 条 短 信 提示 我 完成 一 笔 结息 交易 是 什么 意思,我 收到 了 一条 短 信 提示 我 完成 一笔 结 息 交易 是 什么 意思
9087,! 有利息,1,! 有 ! 利息,2,我 在 银行 的 活期 存款 有利息 吗,我 在 银行 的 活期 存款 有 利息 吗
9088,,0,,0,银行 给 我 的 利息 需要 上税 吗,银行 给 我 的 利息 需要 上税 吗
9089,,0,,0,银行 结算 的 利息 是 怎么 计算 出来 的,银行 结算 的 利息 是 怎么 计算 出来 的
9090,! 结息 ! 为 ! 准,3,! 结 ! 息 ! 为准,3,银行 结息 以 什么 为 准,银行 结 息 以 什么 为准
9091,,0,,0,银行 为什么 给 我 利息,银行 为什么 给 我 利息
9092,! 一 ! 次,2,! 一次,1,银行 一般 多久 向 我 支付 一 次 利息,银行 一般 多久 向 我 支付 一次 利息
9093,! 一般会,1,! 一般 ! 会,2,银行 一般会 向 我 支付 多少 利息,银行 一般 会 向 我 支付 多少 利息
9094,! 几 ! 号,2,! 几号,1,银行 一般 几 号 向 我 支付 利息,银行 一般 几号 向 我 支付 利息
9095,! 借记卡,1,! 借 ! 记 ! 卡,3,查询 密码 是 借记卡 密码 吗,查询 密码 是 借 记 卡 密码 吗
9096,,0,,0,查询 密码 我 没 设定 过 啊,查询 密码 我 没 设定 过 啊
9097,! 借记卡,1,! 借 ! 记 ! 卡,3,借记卡 密码 包括 什么,借 记 卡 密码 包括 什么
9098,! 借记卡,1,! 借 ! 记 ! 卡,3,借记卡 密码 是 什么,借 记 卡 密码 是 什么
9099,! 几 ! 位,2,! 几位,1,取款 密码 是 几 位 的,取款 密码 是 几位 的
9100,! 借记卡,1,! 借 ! 记 ! 卡,3,为什么 借记卡 要 设定 密码,为什么 借 记 卡 要 设定 密码
9101,,0,,0,我 想 跟 存单 一样 凭 身份证 取款 ， 可以 吗,我 想 跟 存单 一样 凭 身份证 取款 ， 可以 吗
9102,,0,,0,我 之前 改过 取款 密码 ， 是 不 是 查询 密码 也 变 了,我 之前 改过 取款 密码 ， 是 不 是 查询 密码 也 变 了
9103,,0,,0,系统 让 我 输入 查询 密码 ， 什么 是 查询 密码,系统 让 我 输入 查询 密码 ， 什么 是 查询 密码
9104,! 借记卡,1,! 借 ! 记 ! 卡,3,支付 密码 是 借记卡 密码 吗,支付 密码 是 借 记 卡 密码 吗
9105,! 抹账,1,! 抹 ! 账,2,出现 了 抹账 交易 去 哪 查询,出现 了 抹 账 交易 去 哪 查询
9106,! 抹账 ! 怎么办,2,! 抹 ! 账 ! 怎么 ! 办,4,出现 了 抹账 交易 怎么办,出现 了 抹 账 交易 怎么 办
9107,! 抹账,1,! 抹 ! 账,2,出现 了 抹账 交易 怎么 查询,出现 了 抹 账 交易 怎么 查询
9108,! 一 ! 笔 ! 抹账 ! 出账,4,! 一笔 ! 抹 ! 账 ! 出 ! 账,5,为什么 明细 中 有 一 笔 抹账 交易 是 出账 但 余额 增加 了,为什么 明细 中 有 一笔 抹 账 交易 是 出 账 但 余额 增加 了
9109,! 一 ! 笔 ! 抹账,3,! 一笔 ! 抹 ! 账,3,为什么 明细 中 有 一 笔 抹账 交易 是 入账 但 余额 减少 了,为什么 明细 中 有 一笔 抹 账 交易 是 入账 但 余额 减少 了
9110,! 一 ! 笔 ! 抹账,3,! 一笔 ! 抹 ! 账,3,为什么 我 的 交易 明细 中 有 一 笔 抹账 交易,为什么 我 的 交易 明细 中 有 一笔 抹 账 交易
9111,! 两 ! 笔 ! 一 ! 笔 ! 抹账,5,! 两笔 ! 一笔 ! 抹 ! 账,4,为什么 我 网上 消费 后 ， 没有 成功 但 明细 中 有 两 笔 交易 记录 ， 其中 一 笔 是 抹账,为什么 我 网上 消费 后 ， 没有 成功 但 明细 中 有 两笔 交易 记录 ， 其中 一笔 是 抹 账
9112,! ATM ! 吐钞 ! 两 ! 笔 ! 一 ! 笔 ! 抹账,7,! atm ! 吐 ! 钞 ! 两笔 ! 一笔 ! 抹 ! 账,7,为什么 我 在 ATM 取款 后 ， 没有 吐钞 但 明细 中 有 两 笔 交易 记录 ， 其中 一 笔 是 抹账,为什么 我 在 atm 取款 后 ， 没有 吐 钞 但 明细 中 有 两笔 交易 记录 ， 其中 一笔 是 抹 账
9113,! 一 ! 笔 ! 抹账,3,! 一笔 ! 抹 ! 账,3,我 的 交易 没有 成功 ， 明细 中 有 一 笔 抹账 交易 是 什么 意思 。,我 的 交易 没有 成功 ， 明细 中 有 一笔 抹 账 交易 是 什么 意思 。
9114,,0,,0,农村 信用社 有 农民工 特色 服务,农村 信用社 有 农民工 特色 服务
9115,,0,,0,农民工 特色 服务 各地 要求 一样 吗,农民工 特色 服务 各地 要求 一样 吗
9116,,0,,0,农民工 特色 服务 是 指 什么,农民工 特色 服务 是 指 什么
9117,,0,,0,农民工 特色 服务 手续费 有 优惠 吗,农民工 特色 服务 手续费 有 优惠 吗
9118,,0,,0,农民工 特色 服务 有 什么 优惠 吗,农民工 特色 服务 有 什么 优惠 吗
9119,,0,,0,农民工 特色 服务 有 限额 要求 吗,农民工 特色 服务 有 限额 要求 吗
9120,,0,,0,农民工 特色 服务 在 哪 能 享受,农民工 特色 服务 在 哪 能 享受
9121,,0,,0,农民工 特色 服务 在 哪些 地方 开展 了,农民工 特色 服务 在 哪些 地方 开展 了
9122,,0,,0,什么 地方 有 农民工 特色 服务,什么 地方 有 农民工 特色 服务
9123,,0,,0,什么 时候 能 享受 农民工 特色 服务,什么 时候 能 享受 农民工 特色 服务
9124,! 双免,1,! 双 ! 免,2,办理 双免 账户 有 费用 么,办理 双 免 账户 有 费用 么
9125,! 双免,1,! 双 ! 免,2,别人 能 帮 我 申请 双免 账户 么,别人 能 帮 我 申请 双 免 账户 么
9126,! 双免 ! 申请么,2,! 双 ! 免 ! 申请 ! 么,4,打电话 能 办理 双免 账户 申请么,打电话 能 办理 双 免 账户 申请 么
9127,! 双免,1,! 双 ! 免,2,申请 双免 账户 有 什么 要求,申请 双 免 账户 有 什么 要求
9128,! 双免,1,! 双 ! 免,2,双免 账户 都 免 哪些 费用,双 免 账户 都 免 哪些 费用
9129,! 双免,1,! 双 ! 免,2,双免 账户 是 什么 意思,双 免 账户 是 什么 意思
9130,! 双免,1,! 双 ! 免,2,双免 账户 有效期 多久,双 免 账户 有效期 多久
9131,! 一 ! 张 ! 双免,3,! 一张 ! 双 ! 免,3,我 有 一 张 卡 能 申请 双免 账户 么,我 有 一张 卡 能 申请 双 免 账户 么
9132,! 双免,1,! 双 ! 免,2,怎么 申请 双免 账户,怎么 申请 双 免 账户
9133,! 双免,1,! 双 ! 免,2,周末 网点 能 办理 双免 账户 么,周末 网点 能 办理 双 免 账户 么
9134,! 不动会,1,! 不 ! 动 ! 会,3,卡 长期 不动会 停 吗,卡 长期 不 动 会 停 吗
9135,! 不 ! 能,2,! 不能,1,卡 长期 不 用 会 不 能 用 吗,卡 长期 不 用 会 不能 用 吗
9136,! 动会,1,! 动 ! 会,2,卡 一直 不 动会 怎样,卡 一直 不 动 会 怎样
9137,,0,,0,卡 一直 不 使 会 怎么样,卡 一直 不 使 会 怎么样
9138,,0,,0,卡 一直 不 使 会 怎样,卡 一直 不 使 会 怎样
9139,,0,,0,卡 一直 不 用 会 怎样,卡 一直 不 用 会 怎样
9140,,0,,0,卡 一直 没用 冻结 了,卡 一直 没用 冻结 了
9141,! 睡眠户 ! 办理,2,! 睡眠 ! 户 ! 办 ! 理,4,睡眠户 怎么 办理,睡眠 户 怎么 办 理
9142,! 睡眠户,1,! 睡眠 ! 户,2,怎么 会 导致 睡眠户,怎么 会 导致 睡眠 户
9143,,0,,0,校园 卡 能 个人 申请 吗,校园 卡 能 个人 申请 吗
9144,! 现金 ! 账户,2,! 现金账 ! 户,2,校园 卡 能 开立 电子 现金 账户 吗,校园 卡 能 开立 电子 现金账 户 吗
9145,! 卡能,1,! 卡 ! 能,2,校园 卡能 透支 吗,校园 卡 能 透支 吗
9146,! 储蓄卡,1,! 储蓄 ! 卡,2,校园 卡 能 作为 普通 的 储蓄卡 使用 吗,校园 卡 能 作为 普通 的 储蓄 卡 使用 吗
9147,! 校园卡 ! 实名制,2,! 校园 ! 卡 ! 实 ! 名 ! 制,5,校园卡 是 实名制 吗,校园 卡 是 实 名 制 吗
9148,,0,,0,校园 卡 是 学校 发 的 么,校园 卡 是 学校 发 的 么
9149,,0,,0,校园 卡 有 什么 功能,校园 卡 有 什么 功能
9150,,0,,0,校园 卡 怎么 用,校园 卡 怎么 用
9151,,0,,0,校园 卡 属于 什么 卡,校园 卡 属于 什么 卡
9152,,0,,0,在校 学生 能 办 什么 卡,在校 学生 能 办 什么 卡
9153,! 星座卡,1,! 星座 ! 卡,2,办理 星座卡 有 什么 要求,办理 星座 卡 有 什么 要求
9154,! 借记卡,1,! 借 ! 记 ! 卡,3,借记卡 卡面 能 用 星座 的 图案 吗,借 记 卡 卡面 能 用 星座 的 图案 吗
9155,,0,,0,年轻人 办理 什么 卡,年轻人 办理 什么 卡
9156,! 星座卡,1,! 星座 ! 卡,2,星座卡 对 年龄 有 要求 吗,星座 卡 对 年龄 有 要求 吗
9157,! 星座卡,1,! 星座 ! 卡,2,星座卡 能 透支 吗,星座 卡 能 透支 吗
9158,! 星座卡 ! 借记卡,2,! 星座 ! 卡 ! 借 ! 记 ! 卡,5,星座卡 是 借记卡 吗,星座 卡 是 借 记 卡 吗
9159,! 星座卡,1,! 星座 ! 卡,2,星座卡 是 什么 卡,星座 卡 是 什么 卡
9160,! 星座卡 ! 人群,2,! 星座 ! 卡 ! 人 ! 群,4,星座卡 针对 什么 人群,星座 卡 针对 什么 人 群
