序号,领域,类别,问题,扩展问题,SegmentedInput,SegmentedTarget
1190,银行卡,借记卡,在申请免年费和小额账户管理费的双免账户时，是否需要补交之前的年费和及小额账户管理费,申请双免账户是否需要补交之前的年费和及小额账户管理费,在 申请 免年费 和 小额 账户 管理费 的 双免 账户 时 ， 是否 需要 补交 之前 的 年费 和 及 小额 账户 管理费,申请 双免 账户 是否 需要 补交 之前 的 年费 和 及 小额 账户 管理费
1191,银行卡,借记卡,在申请免年费和小额账户管理费的双免账户时，是否需要补交之前的年费和及小额账户管理费,我在网点办理双免账户时，还让我交年费和小额账户管理费是这样吗,在 申请 免年费 和 小额 账户 管理费 的 双免 账户 时 ， 是否 需要 补交 之前 的 年费 和 及 小额 账户 管理费,我 在 网点 办理 双免 账户 时 ， 还 让 我 交年费 和 小额 账户 管理费 是 这样 吗
1192,银行卡,借记卡,在申请免年费和小额账户管理费的双免账户时，是否需要补交之前的年费和及小额账户管理费,这张卡很久不用了，还能申请双免账户吗,在 申请 免年费 和 小额 账户 管理费 的 双免 账户 时 ， 是否 需要 补交 之前 的 年费 和 及 小额 账户 管理费,这 张卡 很 久 不用 了 ， 还 能 申请 双免 账户 吗
1193,银行卡,借记卡,在自助机具上发生错账怎么办,存钱时发生错账怎么办,在 自助 机具 上 发生 错账 怎么办,存钱 时 发生 错账 怎么办
1194,银行卡,借记卡,在自助机具上发生错账怎么办,错账能他人代办么,在 自助 机具 上 发生 错账 怎么办,错账 能 他人 代办 么
1195,银行卡,借记卡,在自助机具上发生错账怎么办,机器故障发生错账怎么办,在 自助 机具 上 发生 错账 怎么办,机器 故障 发生 错账 怎么办
1196,银行卡,借记卡,在自助机具上发生错账怎么办,机器黑屏发生错账怎么办,在 自助 机具 上 发生 错账 怎么办,机器 黑屏 发生 错账 怎么办
1197,银行卡,借记卡,在自助机具上发生错账怎么办,机器异常发生错账怎么办,在 自助 机具 上 发生 错账 怎么办,机器 异常 发生 错账 怎么办
1198,银行卡,借记卡,在自助机具上发生错账怎么办,取款时发生错账怎么办,在 自助 机具 上 发生 错账 怎么办,取款 时 发生 错账 怎么办
1199,银行卡,借记卡,在自助机具上发生错账怎么办,自助机具存钱时，钱放进去了，但是卡上金额没增加怎么办,在 自助 机具 上 发生 错账 怎么办,自助 机具 存钱 时 ， 钱 放进去 了 ， 但是 卡上 金额 没 增加 怎么办
1200,银行卡,借记卡,在自助机具上发生错账怎么办,自助机具错账了怎么调涨,在 自助 机具 上 发生 错账 怎么办,自助 机具 错账 了 怎么 调涨
1201,银行卡,借记卡,在自助机具上发生错账怎么办,自助机具发生错账是回开户行办理么,在 自助 机具 上 发生 错账 怎么办,自助 机具 发生 错账 是 回 开户行 办理 么
1202,银行卡,借记卡,在自助机具上发生错账怎么办,自助机具取款时钱没出来，怎么办,在 自助 机具 上 发生 错账 怎么办,自助 机具 取款 时钱 没 出来 ， 怎么办
1203,银行卡,借记卡,正常销卡有哪些注意事项,我的借记卡不想要了应该去哪办理,正常 销卡有 哪些 注意事项,我 的 借记卡 不 想要 了 应该 去 哪 办理
1204,银行卡,借记卡,正常销卡有哪些注意事项,我想销户怎么办,正常 销卡有 哪些 注意事项,我 想 销户 怎么办
1205,银行卡,借记卡,正常销卡有哪些注意事项,我销卡需要什么步骤,正常 销卡有 哪些 注意事项,我销 卡 需要 什么 步骤
1206,银行卡,借记卡,正常销卡有哪些注意事项,我要销卡，该注意什么,正常 销卡有 哪些 注意事项,我要 销卡 ， 该 注意 什么
1207,银行卡,借记卡,正常销卡有哪些注意事项,我要销卡，有啥手续,正常 销卡有 哪些 注意事项,我要 销卡 ， 有 啥 手续
1208,银行卡,借记卡,正常销卡有哪些注意事项,我要销卡怎么办,正常 销卡有 哪些 注意事项,我要 销卡 怎么办
1209,银行卡,借记卡,正常销卡有哪些注意事项,销卡有什么要求及相关规定,正常 销卡有 哪些 注意事项,销卡有 什么 要求 及 相关 规定
1210,银行卡,借记卡,正常销卡有哪些注意事项,销卡怎么办,正常 销卡有 哪些 注意事项,销卡 怎么办
1211,银行卡,借记卡,正常销卡有哪些注意事项,正常销户该怎么弄,正常 销卡有 哪些 注意事项,正常 销户 该 怎么弄
1212,银行卡,借记卡,正常销卡有哪些注意事项,正常销卡要注意什么,正常 销卡有 哪些 注意事项,正常 销卡要 注意 什么
1213,银行卡,借记卡,之前借记卡欠年费，如何补收,每年收的那个钱会补扣么,之前 借记卡 欠年费 ， 如何 补收,每年 收 的 那个 钱会 补扣 么
1214,银行卡,借记卡,之前借记卡欠年费，如何补收,年费会补扣么,之前 借记卡 欠年费 ， 如何 补收,年费会 补扣 么
1215,银行卡,借记卡,之前借记卡欠年费，如何补收,年费会补收么,之前 借记卡 欠年费 ， 如何 补收,年费会 补收 么
1216,银行卡,借记卡,之前借记卡欠年费，如何补收,我的银行卡好久没用了，应该是没钱了，那么年费还收么,之前 借记卡 欠年费 ， 如何 补收,我 的 银行卡 好久没 用 了 ， 应该 是 没 钱 了 ， 那么 年费 还 收 么
1217,银行卡,借记卡,之前借记卡欠年费，如何补收,我的银行卡好久没有钱了，那么还会扣我的钱么,之前 借记卡 欠年费 ， 如何 补收,我 的 银行卡 好久 没有 钱 了 ， 那么 还 会扣 我 的 钱 么
1218,银行卡,借记卡,之前借记卡欠年费，如何补收,我卡没钱了，年费还收么,之前 借记卡 欠年费 ， 如何 补收,我卡 没 钱 了 ， 年费 还 收 么
1219,银行卡,借记卡,之前借记卡欠年费，如何补收,我卡没钱了，有什么费用么,之前 借记卡 欠年费 ， 如何 补收,我卡 没 钱 了 ， 有 什么 费用 么
1220,银行卡,借记卡,之前借记卡欠年费，如何补收,我卡余额是0，会产什么什么费用么,之前 借记卡 欠年费 ， 如何 补收,我卡 余额 是 0 ， 会产 什么 什么 费用 么
1221,银行卡,借记卡,之前借记卡欠年费，如何补收,我卡余额是0，年费还收么,之前 借记卡 欠年费 ， 如何 补收,我卡 余额 是 0 ， 年费 还 收 么
1222,银行卡,借记卡,之前借记卡欠年费，如何补收,银行卡没钱还收年费么,之前 借记卡 欠年费 ， 如何 补收,银行卡 没钱 还 收年费 么
1223,银行卡,借记卡,转账手续费从哪方收取,是转出方支付转账手续费吗,转账 手续费 从 哪方 收取,是 转 出方 支付 转账 手续费 吗
1224,银行卡,借记卡,转账手续费从哪方收取,谁出转账手续费,转账 手续费 从 哪方 收取,谁 出 转账 手续费
1225,银行卡,借记卡,转账手续费从哪方收取,谁掏转账手续费,转账 手续费 从 哪方 收取,谁 掏 转账 手续费
1226,银行卡,借记卡,转账手续费从哪方收取,我给别人转账，怎么收手续费,转账 手续费 从 哪方 收取,我 给 别人 转账 ， 怎么 收 手续费
1227,银行卡,借记卡,转账手续费从哪方收取,转账的费用是找谁收,转账 手续费 从 哪方 收取,转账 的 费用 是 找 谁 收
1228,银行卡,借记卡,转账手续费从哪方收取,转账费用是哪方支付,转账 手续费 从 哪方 收取,转账 费用 是 哪方 支付
1229,银行卡,借记卡,转账手续费从哪方收取,转账手续费是怎么算的,转账 手续费 从 哪方 收取,转账 手续费 是 怎么 算 的
1230,银行卡,借记卡,转账手续费从哪方收取,转账手续费谁负责,转账 手续费 从 哪方 收取,转账 手续费 谁 负责
1231,银行卡,借记卡,转账手续费从哪方收取,转账有费用么,转账 手续费 从 哪方 收取,转账 有 费用 么
1232,银行卡,借记卡,转账手续费从哪方收取,转账有手续费么,转账 手续费 从 哪方 收取,转账 有 手续费 么
1233,银行卡,联名卡,商惠通卡协议什么时候到期,商惠通卡协议到期后，没用完的优惠笔数怎么办,商惠 通卡 协议 什么 时候 到期,商惠 通卡 协议 到期 后 ， 没用 完 的 优惠 笔数 怎么办
1234,银行卡,联名卡,商惠通卡协议什么时候到期,商惠通卡协议的到期日是银行规定的吗,商惠 通卡 协议 什么 时候 到期,商惠 通卡 协议 的 到期日 是 银行 规定 的 吗
1235,银行卡,联名卡,商惠通卡协议什么时候到期,商惠通卡协议的到期日有哪几种选择,商惠 通卡 协议 什么 时候 到期,商惠 通卡 协议 的 到期日 有 哪几种 选择
1236,银行卡,联名卡,商惠通卡协议什么时候到期,商惠通卡协议何时到期,商惠 通卡 协议 什么 时候 到期,商惠 通卡 协议 何时 到期
1237,银行卡,联名卡,商惠通卡协议什么时候到期,商惠通卡协议可以指定到期日期吗,商惠 通卡 协议 什么 时候 到期,商惠 通卡 协议 可以 指定 到期 日期 吗
1238,银行卡,联名卡,商惠通卡协议什么时候到期,商惠通卡协议中的次日到期是什么意思,商惠 通卡 协议 什么 时候 到期,商惠 通卡 协议 中 的 次日 到期 是 什么 意思
1239,银行卡,联名卡,商惠通卡协议什么时候到期,商惠通卡协议中的下个月1日到期是什么意思,商惠 通卡 协议 什么 时候 到期,商惠 通卡 协议 中 的 下个月 1 日 到期 是 什么 意思
1240,银行卡,联名卡,商惠通卡协议什么时候到期,我办理商惠通卡，为什么别人给我转账还要收费,商惠 通卡 协议 什么 时候 到期,我 办理 商惠 通卡 ， 为什么 别人 给 我 转账 还要 收费
1241,银行卡,联名卡,商惠通卡协议什么时候到期,我办理商惠通卡，为什么我给别人转账还要收费,商惠 通卡 协议 什么 时候 到期,我 办理 商惠 通卡 ， 为什么 我 给 别人 转账 还要 收费
1242,银行卡,联名卡,商惠通卡协议什么时候生效,商惠通卡协议的生效日是银行规定的吗,商惠 通卡 协议 什么 时候 生效,商惠 通卡 协议 的 生效日 是 银行 规定 的 吗
1243,银行卡,联名卡,商惠通卡协议什么时候生效,商惠通卡协议的生效日有哪几种选择,商惠 通卡 协议 什么 时候 生效,商惠 通卡 协议 的 生效日 有 哪几种 选择
1244,银行卡,联名卡,商惠通卡协议什么时候生效,商惠通卡协议何时生效,商惠 通卡 协议 什么 时候 生效,商惠 通卡 协议 何时 生效
1245,银行卡,联名卡,商惠通卡协议什么时候生效,商惠通卡协议可以指定生效日期吗,商惠 通卡 协议 什么 时候 生效,商惠 通卡 协议 可以 指定 生效 日期 吗
1246,银行卡,联名卡,商惠通卡协议什么时候生效,商惠通卡协议中的次日生效是什么意思,商惠 通卡 协议 什么 时候 生效,商惠 通卡 协议 中 的 次日 生效 是 什么 意思
1247,银行卡,联名卡,商惠通卡协议什么时候生效,商惠通卡协议中的下个月1日生效是什么意思,商惠 通卡 协议 什么 时候 生效,商惠 通卡 协议 中 的 下个月 1 日 生效 是 什么 意思
1248,银行卡,联名卡,商惠通卡协议什么时候生效,为什么我的商惠通卡协议没有生效,商惠 通卡 协议 什么 时候 生效,为什么 我 的 商惠 通卡 协议 没有 生效
1249,银行卡,联名卡,商惠通卡协议什么时候生效,我办理商惠通卡，没有超过优惠笔数别人给我转账还要收费,商惠 通卡 协议 什么 时候 生效,我 办理 商惠 通卡 ， 没有 超过 优惠 笔数 别人 给 我 转账 还要 收费
1250,银行卡,联名卡,商惠通卡协议什么时候生效,我办理商惠通卡，优惠协议笔数内为什么我给别人转账还要收费,商惠 通卡 协议 什么 时候 生效,我 办理 商惠 通卡 ， 优惠 协议 笔数 内 为什么 我 给 别人 转账 还要 收费
1251,银行卡,联名卡,商惠通卡协议要素包括哪些,商惠通卡计次方式是什么,商惠 通卡 协议 要素 包括 哪些,商惠 通卡 计次 方式 是 什么
1252,银行卡,联名卡,商惠通卡协议要素包括哪些,商惠通卡协议笔数有多少,商惠 通卡 协议 要素 包括 哪些,商惠 通卡 协议 笔数 有 多少
1253,银行卡,联名卡,商惠通卡协议要素包括哪些,商惠通卡协议费怎么收,商惠 通卡 协议 要素 包括 哪些,商惠 通卡 协议 费 怎么 收
1254,银行卡,联名卡,商惠通卡协议要素包括哪些,商惠通卡协议类型包括哪些,商惠 通卡 协议 要素 包括 哪些,商惠 通卡 协议 类型 包括 哪些
1255,银行卡,联名卡,商惠通卡协议要素包括哪些,商惠通卡协议期限是多久,商惠 通卡 协议 要素 包括 哪些,商惠 通卡 协议 期限 是 多久
1256,银行卡,联名卡,商惠通卡协议要素包括哪些,商惠通卡协议最长能免费多久,商惠 通卡 协议 要素 包括 哪些,商惠 通卡 协议 最长 能 免费 多久
1257,银行卡,联名卡,商惠通卡协议要素包括哪些,商惠通卡协议最多可以免费多少次,商惠 通卡 协议 要素 包括 哪些,商惠 通卡 协议 最 多 可以 免费 多少 次
1258,银行卡,联名卡,商惠通卡协议要素包括哪些,通过商惠通卡协议别人给我转账收费吗,商惠 通卡 协议 要素 包括 哪些,通过 商惠 通卡 协议 别人 给 我 转账 收费 吗
1259,银行卡,联名卡,商惠通卡协议要素包括哪些,通过商惠通卡协议转账要钱吗,商惠 通卡 协议 要素 包括 哪些,通过 商惠 通卡 协议 转账 要钱 吗
1260,银行卡,联名卡,什么是金穗商惠通卡,622843开头的卡是什么卡,什么 是 金穗 商惠 通卡,622843 开头 的 卡 是 什么 卡
1261,银行卡,联名卡,什么是金穗商惠通卡,办理金穗商惠通卡有哪些优惠,什么 是 金穗 商惠 通卡,办理 金穗 商惠 通卡 有 哪些 优惠
1262,银行卡,联名卡,什么是金穗商惠通卡,金穗商惠通卡的卡号标识是什么,什么 是 金穗 商惠 通卡,金穗 商惠 通卡 的 卡号 标识 是 什么
1263,银行卡,联名卡,什么是金穗商惠通卡,金穗商惠通卡和普通借记卡有什么不同,什么 是 金穗 商惠 通卡,金穗 商惠 通卡 和 普通 借记卡 有 什么 不同
